TIME,GEO,ANIMALS,UNIT,Value,Flag and Footnotes,,,,
2017,Slovakia,"Ewes and ewe-lambs, breeding females",Head (animal),"67,305",,,,,
2017,Slovakia,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,Slovakia,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,Slovakia,Other sheep,Number,:,,,,,
2017,Slovakia,Other sheep,Head (animal),"31,424",,,,,
2017,Slovakia,Live goats,Number,:,,,,,
2017,Slovakia,Live goats,Head (animal),"1,272",,,,,
2017,Slovakia,"Goats, breeding females",Number,:,,,,,
2017,Slovakia,"Goats, breeding females",Head (animal),913,,,,,
2017,Slovakia,Other goats,Number,:,,,,,
2017,Slovakia,Other goats,Head (animal),359,,,,,
2017,Slovakia,Live poultry,Number,:,,,,,
2017,Slovakia,Live poultry,Head (animal),"3,876",,,,,
2017,Slovakia,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,Slovakia,Live poultry excluding laying hens and broilers,Head (animal),46,,,,,
2017,Slovakia,Laying hens,Number,:,,,,,
2017,Slovakia,Laying hens,Head (animal),"3,830",,,,,
2017,Slovakia,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,Slovakia,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,Slovakia,Broilers,Number,:,,,,,
2017,Slovakia,Broilers,Head (animal),:,,,,,
2017,Slovakia,Rabbits,Number,:,,,,,
2017,Slovakia,Rabbits,Head (animal),:,,,,,
2017,Slovakia,Bees (hives),Number,426,,,,,
2017,Slovakia,Bees (hives),Head (animal),:,,,,,
2017,Slovakia,Other live animals,Number,:,,,,,
2017,Slovakia,Other live animals,Head (animal),7,,,,,
2017,Finland,Live horses,Number,:,,,,,
2017,Finland,Live horses,Head (animal),:,,,,,
2017,Finland,Live bovine animals,Number,:,,,,,
2017,Finland,Live bovine animals,Head (animal),"68,197",,,,,
2017,Finland,Bovine animals for slaughter,Number,:,,,,,
2017,Finland,Bovine animals for slaughter,Head (animal),"25,288",,,,,
2017,Finland,Dairy cows,Number,:,,,,,
2017,Finland,Dairy cows,Head (animal),"9,207",,,,,
2017,Finland,Other bovine animals,Number,:,,,,,
2017,Finland,Other bovine animals,Head (animal),"33,702",,,,,
2017,Finland,"Live swine, domestic species",Number,:,,,,,
2017,Finland,"Live swine, domestic species",Head (animal),"5,074",,,,,
2017,Finland,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2017,Finland,"Breeding sows, live weight 50 kg or over",Head (animal),783,,,,,
2017,Finland,Other pigs,Number,:,,,,,
2017,Finland,Other pigs,Head (animal),14,,,,,
2017,Finland,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2017,Finland,"Fattening pigs, live weight 50 kg or over",Head (animal),"4,277",,,,,
2017,Finland,Live sheep,Number,:,,,,,
2017,Finland,Live sheep,Head (animal),"31,140",,,,,
2017,Finland,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2017,Finland,"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2017,Finland,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,Finland,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,Finland,Other sheep,Number,:,,,,,
2017,Finland,Other sheep,Head (animal),:,,,,,
2017,Finland,Live goats,Number,:,,,,,
2017,Finland,Live goats,Head (animal),"1,033",,,,,
2017,Finland,"Goats, breeding females",Number,:,,,,,
2017,Finland,"Goats, breeding females",Head (animal),:,,,,,
2017,Finland,Other goats,Number,:,,,,,
2017,Finland,Other goats,Head (animal),:,,,,,
2017,Finland,Live poultry,Number,:,,,,,
2017,Finland,Live poultry,Head (animal),"258,650",,,,,
2017,Finland,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,Finland,Live poultry excluding laying hens and broilers,Head (animal),:,,,,,
2017,Finland,Laying hens,Number,:,,,,,
2017,Finland,Laying hens,Head (animal),:,,,,,
2017,Finland,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,Finland,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,Finland,Broilers,Number,:,,,,,
2017,Finland,Broilers,Head (animal),:,,,,,
2017,Finland,Rabbits,Number,:,,,,,
2017,Finland,Rabbits,Head (animal),:,,,,,
2017,Finland,Bees (hives),Number,:,,,,,
2017,Finland,Bees (hives),Head (animal),:,,,,,
2017,Finland,Other live animals,Number,:,,,,,
2017,Finland,Other live animals,Head (animal),:,,,,,
2017,Sweden,Live horses,Number,:,,,,,
2017,Sweden,Live horses,Head (animal),:,,,,,
2017,Sweden,Live bovine animals,Number,:,,,,,
2017,Sweden,Live bovine animals,Head (animal),"307,120",,,,,
2017,Sweden,Bovine animals for slaughter,Number,:,,,,,
2017,Sweden,Bovine animals for slaughter,Head (animal),"43,999",,,,,
2017,Sweden,Dairy cows,Number,:,,,,,
2017,Sweden,Dairy cows,Head (animal),"52,908",,,,,
2017,Sweden,Other bovine animals,Number,:,,,,,
2017,Sweden,Other bovine animals,Head (animal),"210,213",,,,,
2017,Sweden,"Live swine, domestic species",Number,:,,,,,
2017,Sweden,"Live swine, domestic species",Head (animal),"30,766",,,,,
2017,Sweden,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2017,Sweden,"Breeding sows, live weight 50 kg or over",Head (animal),"3,265",,,,,
2017,Sweden,Other pigs,Number,:,,,,,
2017,Sweden,Other pigs,Head (animal),"15,583",br,,,,
2017,Sweden,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2017,Sweden,"Fattening pigs, live weight 50 kg or over",Head (animal),"11,918",br,,,,
2017,Sweden,Live sheep,Number,:,,,,,
2017,Sweden,Live sheep,Head (animal),"126,724",,,,,
2017,Sweden,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2017,Sweden,"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2017,Sweden,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,Sweden,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,Sweden,Other sheep,Number,:,,,,,
2017,Sweden,Other sheep,Head (animal),:,,,,,
2017,Sweden,Live goats,Number,:,,,,,
2017,Sweden,Live goats,Head (animal),"1,523",e,,,,
2017,Sweden,"Goats, breeding females",Number,:,,,,,
2017,Sweden,"Goats, breeding females",Head (animal),:,,,,,
2017,Sweden,Other goats,Number,:,,,,,
2017,Sweden,Other goats,Head (animal),:,,,,,
2017,Sweden,Live poultry,Number,:,,,,,
2017,Sweden,Live poultry,Head (animal),"1,412,488",,,,,
2017,Sweden,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,Sweden,Live poultry excluding laying hens and broilers,Head (animal),:,,,,,
2017,Sweden,Laying hens,Number,:,,,,,
2017,Sweden,Laying hens,Head (animal),"1,241,010",,,,,
2017,Sweden,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,Sweden,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,Sweden,Broilers,Number,:,,,,,
2017,Sweden,Broilers,Head (animal),"171,478",,,,,
2017,Sweden,Rabbits,Number,:,,,,,
2017,Sweden,Rabbits,Head (animal),:,,,,,
2017,Sweden,Bees (hives),Number,:,,,,,
2017,Sweden,Bees (hives),Head (animal),:,,,,,
2017,Sweden,Other live animals,Number,:,,,,,
2017,Sweden,Other live animals,Head (animal),:,,,,,
2017,Iceland,Live horses,Number,:,,,,,
2017,Iceland,Live horses,Head (animal),0,,,,,
2017,Iceland,Live bovine animals,Number,:,,,,,
2017,Iceland,Live bovine animals,Head (animal),249,,,,,
2017,Iceland,Bovine animals for slaughter,Number,:,,,,,
2017,Iceland,Bovine animals for slaughter,Head (animal),:,,,,,
2017,Iceland,Dairy cows,Number,:,,,,,
2017,Iceland,Dairy cows,Head (animal),114,,,,,
2017,Iceland,Other bovine animals,Number,:,,,,,
2017,Iceland,Other bovine animals,Head (animal),135,,,,,
2017,Iceland,"Live swine, domestic species",Number,:,,,,,
2017,Iceland,"Live swine, domestic species",Head (animal),0,,,,,
2017,Iceland,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2017,Iceland,"Breeding sows, live weight 50 kg or over",Head (animal),0,,,,,
2017,Iceland,Other pigs,Number,:,,,,,
2017,Iceland,Other pigs,Head (animal),0,,,,,
2017,Iceland,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2017,Iceland,"Fattening pigs, live weight 50 kg or over",Head (animal),0,,,,,
2017,Iceland,Live sheep,Number,:,,,,,
2017,Iceland,Live sheep,Head (animal),"1,281",,,,,
2017,Iceland,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2017,Iceland,"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2017,Iceland,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,Iceland,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,Iceland,Other sheep,Number,:,,,,,
2017,Iceland,Other sheep,Head (animal),:,,,,,
2017,Iceland,Live goats,Number,:,,,,,
2017,Iceland,Live goats,Head (animal),0,,,,,
2017,Iceland,"Goats, breeding females",Number,:,,,,,
2017,Iceland,"Goats, breeding females",Head (animal),:,,,,,
2017,Iceland,Other goats,Number,:,,,,,
2017,Iceland,Other goats,Head (animal),:,,,,,
2017,Iceland,Live poultry,Number,:,,,,,
2017,Iceland,Live poultry,Head (animal),"12,513",,,,,
2017,Iceland,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,Iceland,Live poultry excluding laying hens and broilers,Head (animal),:,,,,,
2017,Iceland,Laying hens,Number,:,,,,,
2017,Iceland,Laying hens,Head (animal),"12,513",,,,,
2017,Iceland,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,Iceland,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,Iceland,Broilers,Number,:,,,,,
2017,Iceland,Broilers,Head (animal),:,,,,,
2017,Iceland,Rabbits,Number,:,,,,,
2017,Iceland,Rabbits,Head (animal),0,,,,,
2017,Iceland,Bees (hives),Number,0,,,,,
2017,Iceland,Bees (hives),Head (animal),:,,,,,
2017,Iceland,Other live animals,Number,:,,,,,
2017,Iceland,Other live animals,Head (animal),:,,,,,
2017,Norway,Live horses,Number,:,,,,,
2017,Norway,Live horses,Head (animal),38,,,,,
2017,Norway,Live bovine animals,Number,:,,,,,
2017,Norway,Live bovine animals,Head (animal),"29,931",,,,,
2017,Norway,Bovine animals for slaughter,Number,:,,,,,
2017,Norway,Bovine animals for slaughter,Head (animal),:,,,,,
2017,Norway,Dairy cows,Number,:,,,,,
2017,Norway,Dairy cows,Head (animal),"8,340",,,,,
2017,Norway,Other bovine animals,Number,:,,,,,
2017,Norway,Other bovine animals,Head (animal),:,,,,,
2017,Norway,"Live swine, domestic species",Number,:,,,,,
2017,Norway,"Live swine, domestic species",Head (animal),"3,474",,,,,
2017,Norway,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2017,Norway,"Breeding sows, live weight 50 kg or over",Head (animal),489,,,,,
2017,Norway,Other pigs,Number,:,,,,,
2017,Norway,Other pigs,Head (animal),"1,315",,,,,
2017,Norway,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2017,Norway,"Fattening pigs, live weight 50 kg or over",Head (animal),"1,670",,,,,
2017,Norway,Live sheep,Number,:,,,,,
2017,Norway,Live sheep,Head (animal),"49,237",,,,,
2017,Norway,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2017,Norway,"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2017,Norway,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,Norway,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,Norway,Other sheep,Number,:,,,,,
2017,Norway,Other sheep,Head (animal),:,,,,,
2017,Norway,Live goats,Number,:,,,,,
2017,Norway,Live goats,Head (animal),"1,544",,,,,
2017,Norway,"Goats, breeding females",Number,:,,,,,
2017,Norway,"Goats, breeding females",Head (animal),"1,046",,,,,
2017,Norway,Other goats,Number,:,,,,,
2017,Norway,Other goats,Head (animal),498,,,,,
2017,Norway,Live poultry,Number,:,,,,,
2017,Norway,Live poultry,Head (animal),"495,820",,,,,
2017,Norway,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,Norway,Live poultry excluding laying hens and broilers,Head (animal),"133,028",r,,,,
2017,Norway,Laying hens,Number,:,,,,,
2017,Norway,Laying hens,Head (animal),"264,146",r,,,,
2017,Norway,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,Norway,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,Norway,Broilers,Number,:,,,,,
2017,Norway,Broilers,Head (animal),"98,646",,,,,
2017,Norway,Rabbits,Number,:,,,,,
2017,Norway,Rabbits,Head (animal),4,,,,,
2017,Norway,Bees (hives),Number,"1,553",,,,,
2017,Norway,Bees (hives),Head (animal),:,,,,,
2017,Norway,Other live animals,Number,:,,,,,
2017,Norway,Other live animals,Head (animal),:,,,,,
2017,Switzerland,Live horses,Number,:,,,,,
2017,Switzerland,Live horses,Head (animal),"9,683",,,,,
2017,Switzerland,Live bovine animals,Number,:,,,,,
2017,Switzerland,Live bovine animals,Head (animal),"187,745",,,,,
2017,Switzerland,Bovine animals for slaughter,Number,:,,,,,
2017,Switzerland,Bovine animals for slaughter,Head (animal),:,,,,,
2017,Switzerland,Dairy cows,Number,:,,,,,
2017,Switzerland,Dairy cows,Head (animal),"55,356",,,,,
2017,Switzerland,Other bovine animals,Number,:,,,,,
2017,Switzerland,Other bovine animals,Head (animal),:,,,,,
2017,Switzerland,"Live swine, domestic species",Number,:,,,,,
2017,Switzerland,"Live swine, domestic species",Head (animal),"34,551",,,,,
2017,Switzerland,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2017,Switzerland,"Breeding sows, live weight 50 kg or over",Head (animal),"3,006",,,,,
2017,Switzerland,Other pigs,Number,:,,,,,
2017,Switzerland,Other pigs,Head (animal),"12,644",r,,,,
2017,Switzerland,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2017,Switzerland,"Fattening pigs, live weight 50 kg or over",Head (animal),"18,901",r,,,,
2017,Switzerland,Live sheep,Number,:,,,,,
2017,Switzerland,Live sheep,Head (animal),"82,792",,,,,
2017,Switzerland,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2017,Switzerland,"Ewes and ewe-lambs, breeding females",Head (animal),"55,924",,,,,
2017,Switzerland,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,Switzerland,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,Switzerland,Other sheep,Number,:,,,,,
2017,Switzerland,Other sheep,Head (animal),"26,868",,,,,
2017,Switzerland,Live goats,Number,:,,,,,
2017,Switzerland,Live goats,Head (animal),"20,797",,,,,
2017,Switzerland,"Goats, breeding females",Number,:,,,,,
2017,Switzerland,"Goats, breeding females",Head (animal),"16,035",,,,,
2017,Switzerland,Other goats,Number,:,,,,,
2017,Switzerland,Other goats,Head (animal),"4,762",,,,,
2017,Switzerland,Live poultry,Number,:,,,,,
2017,Switzerland,Live poultry,Head (animal),"986,423",,,,,
2017,Switzerland,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,Switzerland,Live poultry excluding laying hens and broilers,Head (animal),"3,431",,,,,
2017,Switzerland,Laying hens,Number,:,,,,,
2017,Switzerland,Laying hens,Head (animal),"750,022",,,,,
2017,Switzerland,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,Switzerland,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,Switzerland,Broilers,Number,:,,,,,
2017,Switzerland,Broilers,Head (animal),"232,970",,,,,
2017,Switzerland,Rabbits,Number,:,,,,,
2017,Switzerland,Rabbits,Head (animal),"1,602",,,,,
2017,Switzerland,Bees (hives),Number,:,,,,,
2017,Switzerland,Bees (hives),Head (animal),:,,,,,
2017,Switzerland,Other live animals,Number,:,,,,,
2017,Switzerland,Other live animals,Head (animal),"3,296",,,,,
2017,United Kingdom,Live horses,Number,:,,,,,
2017,United Kingdom,Live horses,Head (animal),251,,,,,
2017,United Kingdom,Live bovine animals,Number,:,,,,,
2017,United Kingdom,Live bovine animals,Head (animal),"296,172",,,,,
2017,United Kingdom,Bovine animals for slaughter,Number,:,,,,,
2017,United Kingdom,Bovine animals for slaughter,Head (animal),"111,342",,,,,
2017,United Kingdom,Dairy cows,Number,:,,,,,
2017,United Kingdom,Dairy cows,Head (animal),"77,059",,,,,
2017,United Kingdom,Other bovine animals,Number,:,,,,,
2017,United Kingdom,Other bovine animals,Head (animal),"107,771",,,,,
2017,United Kingdom,"Live swine, domestic species",Number,:,,,,,
2017,United Kingdom,"Live swine, domestic species",Head (animal),"39,100",,,,,
2017,United Kingdom,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2017,United Kingdom,"Breeding sows, live weight 50 kg or over",Head (animal),"5,224",,,,,
2017,United Kingdom,Other pigs,Number,:,,,,,
2017,United Kingdom,Other pigs,Head (animal),"8,707",,,,,
2017,United Kingdom,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2017,United Kingdom,"Fattening pigs, live weight 50 kg or over",Head (animal),"25,169",,,,,
2017,United Kingdom,Live sheep,Number,:,,,,,
2017,United Kingdom,Live sheep,Head (animal),"889,538",,,,,
2017,United Kingdom,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2017,United Kingdom,"Ewes and ewe-lambs, breeding females",Head (animal),"462,962",,,,,
2017,United Kingdom,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,United Kingdom,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,United Kingdom,Other sheep,Number,:,,,,,
2017,United Kingdom,Other sheep,Head (animal),"426,576",,,,,
2017,United Kingdom,Live goats,Number,:,,,,,
2017,United Kingdom,Live goats,Head (animal),409,,,,,
2017,United Kingdom,"Goats, breeding females",Number,:,,,,,
2017,United Kingdom,"Goats, breeding females",Head (animal),:,,,,,
2017,United Kingdom,Other goats,Number,:,,,,,
2017,United Kingdom,Other goats,Head (animal),:,,,,,
2017,United Kingdom,Live poultry,Number,:,,,,,
2017,United Kingdom,Live poultry,Head (animal),"3,060,220",,,,,
2017,United Kingdom,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,United Kingdom,Live poultry excluding laying hens and broilers,Head (animal),"95,575",,,,,
2017,United Kingdom,Laying hens,Number,:,,,,,
2017,United Kingdom,Laying hens,Head (animal),"1,239,210",,,,,
2017,United Kingdom,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,United Kingdom,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,United Kingdom,Broilers,Number,:,,,,,
2017,United Kingdom,Broilers,Head (animal),"1,725,435",,,,,
2017,United Kingdom,Rabbits,Number,:,,,,,
2017,United Kingdom,Rabbits,Head (animal),:,,,,,
2017,United Kingdom,Bees (hives),Number,:,,,,,
2017,United Kingdom,Bees (hives),Head (animal),:,,,,,
2017,United Kingdom,Other live animals,Number,:,,,,,
2017,United Kingdom,Other live animals,Head (animal),:,,,,,
2017,Montenegro,Live horses,Number,:,,,,,
2017,Montenegro,Live horses,Head (animal),:,,,,,
2017,Montenegro,Live bovine animals,Number,:,,,,,
2017,Montenegro,Live bovine animals,Head (animal),:,,,,,
2017,Montenegro,Bovine animals for slaughter,Number,:,,,,,
2017,Montenegro,Bovine animals for slaughter,Head (animal),:,,,,,
2017,Montenegro,Dairy cows,Number,:,,,,,
2017,Montenegro,Dairy cows,Head (animal),:,,,,,
2017,Montenegro,Other bovine animals,Number,:,,,,,
2017,Montenegro,Other bovine animals,Head (animal),:,,,,,
2017,Montenegro,"Live swine, domestic species",Number,:,,,,,
2017,Montenegro,"Live swine, domestic species",Head (animal),:,,,,,
2017,Montenegro,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2017,Montenegro,"Breeding sows, live weight 50 kg or over",Head (animal),:,,,,,
2017,Montenegro,Other pigs,Number,:,,,,,
2017,Montenegro,Other pigs,Head (animal),:,,,,,
2017,Montenegro,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2017,Montenegro,"Fattening pigs, live weight 50 kg or over",Head (animal),:,,,,,
2017,Montenegro,Live sheep,Number,:,,,,,
2017,Montenegro,Live sheep,Head (animal),:,,,,,
2017,Montenegro,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2017,Montenegro,"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2017,Montenegro,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,Montenegro,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,Montenegro,Other sheep,Number,:,,,,,
2017,Montenegro,Other sheep,Head (animal),:,,,,,
2017,Montenegro,Live goats,Number,:,,,,,
2017,Montenegro,Live goats,Head (animal),:,,,,,
2017,Montenegro,"Goats, breeding females",Number,:,,,,,
2017,Montenegro,"Goats, breeding females",Head (animal),:,,,,,
2017,Montenegro,Other goats,Number,:,,,,,
2017,Montenegro,Other goats,Head (animal),:,,,,,
2017,Montenegro,Live poultry,Number,:,,,,,
2017,Montenegro,Live poultry,Head (animal),:,,,,,
2017,Montenegro,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,Montenegro,Live poultry excluding laying hens and broilers,Head (animal),:,,,,,
2017,Montenegro,Laying hens,Number,:,,,,,
2017,Montenegro,Laying hens,Head (animal),:,,,,,
2017,Montenegro,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,Montenegro,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,Montenegro,Broilers,Number,:,,,,,
2017,Montenegro,Broilers,Head (animal),:,,,,,
2017,Montenegro,Rabbits,Number,:,,,,,
2017,Montenegro,Rabbits,Head (animal),:,,,,,
2017,Montenegro,Bees (hives),Number,:,,,,,
2017,Montenegro,Bees (hives),Head (animal),:,,,,,
2017,Montenegro,Other live animals,Number,:,,,,,
2017,Montenegro,Other live animals,Head (animal),:,,,,,
2017,North Macedonia,Live horses,Number,:,,,,,
2017,North Macedonia,Live horses,Head (animal),:,,,,,
2017,North Macedonia,Live bovine animals,Number,:,,,,,
2017,North Macedonia,Live bovine animals,Head (animal),"4,698",,,,,
2017,North Macedonia,Bovine animals for slaughter,Number,:,,,,,
2017,North Macedonia,Bovine animals for slaughter,Head (animal),:,,,,,
2017,North Macedonia,Dairy cows,Number,:,,,,,
2017,North Macedonia,Dairy cows,Head (animal),:,,,,,
2017,North Macedonia,Other bovine animals,Number,:,,,,,
2017,North Macedonia,Other bovine animals,Head (animal),:,,,,,
2017,North Macedonia,"Live swine, domestic species",Number,:,,,,,
2017,North Macedonia,"Live swine, domestic species",Head (animal),0,,,,,
2017,North Macedonia,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2017,North Macedonia,"Breeding sows, live weight 50 kg or over",Head (animal),:,,,,,
2017,North Macedonia,Other pigs,Number,:,,,,,
2017,North Macedonia,Other pigs,Head (animal),:,,,,,
2017,North Macedonia,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2017,North Macedonia,"Fattening pigs, live weight 50 kg or over",Head (animal),:,,,,,
2017,North Macedonia,Live sheep,Number,:,,,,,
2017,North Macedonia,Live sheep,Head (animal),"94,825",,,,,
2017,North Macedonia,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2017,North Macedonia,"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2017,North Macedonia,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,North Macedonia,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,North Macedonia,Other sheep,Number,:,,,,,
2017,North Macedonia,Other sheep,Head (animal),:,,,,,
2017,North Macedonia,Live goats,Number,:,,,,,
2017,North Macedonia,Live goats,Head (animal),"4,309",,,,,
2017,North Macedonia,"Goats, breeding females",Number,:,,,,,
2017,North Macedonia,"Goats, breeding females",Head (animal),:,,,,,
2017,North Macedonia,Other goats,Number,:,,,,,
2017,North Macedonia,Other goats,Head (animal),:,,,,,
2017,North Macedonia,Live poultry,Number,:,,,,,
2017,North Macedonia,Live poultry,Head (animal),0,,,,,
2017,North Macedonia,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,North Macedonia,Live poultry excluding laying hens and broilers,Head (animal),:,,,,,
2017,North Macedonia,Laying hens,Number,:,,,,,
2017,North Macedonia,Laying hens,Head (animal),:,,,,,
2017,North Macedonia,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,North Macedonia,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,North Macedonia,Broilers,Number,:,,,,,
2017,North Macedonia,Broilers,Head (animal),:,,,,,
2017,North Macedonia,Rabbits,Number,:,,,,,
2017,North Macedonia,Rabbits,Head (animal),:,,,,,
2017,North Macedonia,Bees (hives),Number,"7,664",,,,,
2017,North Macedonia,Bees (hives),Head (animal),:,,,,,
2017,North Macedonia,Other live animals,Number,:,,,,,
2017,North Macedonia,Other live animals,Head (animal),:,,,,,
2017,Serbia,Live horses,Number,:,,,,,
2017,Serbia,Live horses,Head (animal),177,,,,,
2017,Serbia,Live bovine animals,Number,:,,,,,
2017,Serbia,Live bovine animals,Head (animal),"2,474",,,,,
2017,Serbia,Bovine animals for slaughter,Number,:,,,,,
2017,Serbia,Bovine animals for slaughter,Head (animal),470,,,,,
2017,Serbia,Dairy cows,Number,:,,,,,
2017,Serbia,Dairy cows,Head (animal),"2,004",,,,,
2017,Serbia,Other bovine animals,Number,:,,,,,
2017,Serbia,Other bovine animals,Head (animal),:,,,,,
2017,Serbia,"Live swine, domestic species",Number,:,,,,,
2017,Serbia,"Live swine, domestic species",Head (animal),87,,,,,
2017,Serbia,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2017,Serbia,"Breeding sows, live weight 50 kg or over",Head (animal),2,,,,,
2017,Serbia,Other pigs,Number,:,,,,,
2017,Serbia,Other pigs,Head (animal),80,,,,,
2017,Serbia,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2017,Serbia,"Fattening pigs, live weight 50 kg or over",Head (animal),5,,,,,
2017,Serbia,Live sheep,Number,:,,,,,
2017,Serbia,Live sheep,Head (animal),"4,665",,,,,
2017,Serbia,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2017,Serbia,"Ewes and ewe-lambs, breeding females",Head (animal),"3,067",,,,,
2017,Serbia,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2017,Serbia,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2017,Serbia,Other sheep,Number,:,,,,,
2017,Serbia,Other sheep,Head (animal),"1,598",,,,,
2017,Serbia,Live goats,Number,:,,,,,
2017,Serbia,Live goats,Head (animal),"2,048",,,,,
2017,Serbia,"Goats, breeding females",Number,:,,,,,
2017,Serbia,"Goats, breeding females",Head (animal),479,,,,,
2017,Serbia,Other goats,Number,:,,,,,
2017,Serbia,Other goats,Head (animal),"1,569",,,,,
2017,Serbia,Live poultry,Number,:,,,,,
2017,Serbia,Live poultry,Head (animal),"4,415",,,,,
2017,Serbia,Live poultry excluding laying hens and broilers,Number,:,,,,,
2017,Serbia,Live poultry excluding laying hens and broilers,Head (animal),0,,,,,
2017,Serbia,Laying hens,Number,:,,,,,
2017,Serbia,Laying hens,Head (animal),"2,415",,,,,
2017,Serbia,Laying hens (producing eggs for consumption),Number,:,,,,,
2017,Serbia,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2017,Serbia,Broilers,Number,:,,,,,
2017,Serbia,Broilers,Head (animal),"2,000",,,,,
2017,Serbia,Rabbits,Number,:,,,,,
2017,Serbia,Rabbits,Head (animal),0,,,,,
2017,Serbia,Bees (hives),Number,"2,307",,,,,
2017,Serbia,Bees (hives),Head (animal),:,,,,,
2017,Serbia,Other live animals,Number,:,,,,,
2017,Serbia,Other live animals,Head (animal),47,,,,,
2017,Türkiye,Live horses,Number,:,,,,,
